ID,Name,longName,battingName,fieldingName,imgUrl,dob,battingStyles,longBattingStyles,bowlingStyles,longBowlingStyles,,playingRole,espn_url
103088,V Kaverappa,Vidwath Kaverappa,V Kaverappa,Kaverappa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378123.1.png",25-02-1999,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/vidwath-kaverappa-1155262
59832,LS Livingstone,Liam Livingstone,LS Livingstone,Livingstone,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323103.png",04-08-1993,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/liam-livingstone-403902
59260,HV Patel,Harshal Patel,HV Patel,Patel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322276.png",23-11-1990,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/harshal-patel-390481
103766,Prabhsimran Singh,Prabhsimran Singh,Prabhsimran Singh,Prabhsimran Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358040.png",10-08-2000,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/prabhsimran-singh-1161024
116573,Prince Choudhary,Prince Choudhary,Prince Choudhary,Prince Choudhary,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",29-09-1999,rhb,right-hand bat,lb,legbreak,,Bowler,https://www.espncricinfo.com/cricketers/prince-choudhary-1412827
67296,K Rabada,Kagiso Rabada,K Rabada,Rabada,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320376.png",25-05-1995,lhb,left-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/kagiso-rabada-550215
53649,RR Rossouw,Rilee Rossouw,RR Rossouw,Rossouw,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316651.png",09-10-1989,lhb,left-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/rilee-rossouw-318845
101791,AR Sharma,Ashutosh Sharma,AR Sharma,Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378124.1.png",15-09-1998,rhb,right-hand bat,Na,Na,,Bowler,https://www.espncricinfo.com/cricketers/ashutosh-sharma-1131978
75347,JM Sharma,Jitesh Sharma,JM Sharma,Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378121.1.png",22-10-1993,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/jitesh-sharma-721867
58341,Shashank Singh,Shashank Singh,Shashank Singh,Shashank Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314900/314914.jpg",21-11-1991,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/shashank-singh-377534
115076,Shivam Singh,Shivam Singh,Shivam Singh,Shivam Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/362300/362381.4.jpg",25-11-1995,rhb,right-hand bat,ob,right-arm offbreak,,Bowler,https://www.espncricinfo.com/cricketers/shivam-singh-1380113
52319,Sikandar Raza,Sikandar Raza,Sikandar Raza,Sikandar Raza,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316632.png",24-04-1986,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/sikandar-raza-299572
114569,VP Singh,Vishwanath Singh,VP Singh,Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",18-06-1998,rhb,right-hand bat,ob,right-arm offbreak,,Bowler,https://www.espncricinfo.com/cricketers/vishwanath-singh-1354639
101424,A Taide,Atharva Taide,A Taide,Taide,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358044.png",26-04-2000,lhb,left-hand bat,sla,slow left-arm orthodox,,Top-order Batsman,https://www.espncricinfo.com/cricketers/atharva-taide-1125958
96437,T Thyagarajan,Tanay Thyagarajan,T Thyagarajan,Thyagarajan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314700/314792.jpg",15-11-1995,lhb,left-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/tanay-thyagarajan-1080008
49496,CR Woakes,Chris Woakes,CR Woakes,Woakes,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316603.png",02-03-1989,rhb,right-hand bat,rfm,right-arm fast-medium,,All-rounder,https://www.espncricinfo.com/cricketers/chris-woakes-247235
60806,SV Samson,Sanju Samson,SV Samson,Samson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322700/322701.png",11-11-1994,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/sanju-samson-425943
106434,Abid Mushtaq,Abid Mushtaq,Abid Mushtaq,Abid Mushtaq,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",17-01-1997,lhb,left-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/abid-mushtaq-1201536
12894,R Ashwin,Ravichandran Ashwin,R Ashwin,Ashwin,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316521.png",17-09-1986,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421
73507,Avesh Khan,Avesh Khan,Avesh Khan,Avesh Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322244.png",13-12-1996,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/avesh-khan-694211
51092,TA Boult,Trent Boult,TA Boult,Boult,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316619.png",22-07-1989,rhb,right-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/trent-boult-277912
89925,N Burger,Nandre Burger,N Burger,Burger,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/297500/297549.1.jpg",11-08-1995,lhb,left-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/nandre-burger-971349
53271,JC Buttler,Jos Buttler,JC Buttler,Buttler,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316642.png",08-09-1990,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/jos-buttler-308967
61325,YS Chahal,Yuzvendra Chahal,YS Chahal,Chahal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319955.png",23-07-1990,rhb,right-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/yuzvendra-chahal-430246
108673,SB Dubey,Shubham Dubey,SB Dubey,Dubey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",27-08-1994,lhb,left-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/shubham-dubey-1252585
74477,D Ferreira,Donovan Ferreira,D Ferreira,Ferreira,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/356800/356889.1.png",21-07-1998,rhb,right-hand bat,ob,right-arm offbreak,,Bowler,https://www.espncricinfo.com/cricketers/donovan-ferreira-698315
72393,SO Hetmyer,Shimron Hetmyer,SO Hetmyer,Hetmyer,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320116.png",26-12-1996,lhb,left-hand bat,Na,Na,,Top-order Batsman,https://www.espncricinfo.com/cricketers/shimron-hetmyer-670025
102743,YBK Jaiswal,Yashasvi Jaiswal,YBK Jaiswal,Jaiswal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340309.png",28-12-2001,lhb,left-hand bat,lb,legbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/yashasvi-jaiswal-1151278
104817,DC Jurel,Dhruv Jurel,DC Jurel,Jurel,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340310.png",21-01-2001,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/dhruv-jurel-1175488
63101,T Kohler-Cadmore,Tom Kohler-Cadmore,T Kohler-Cadmore,Kohler-Cadmore,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/325900/325917.png",19-08-1994,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/tom-kohler-cadmore-470633
101425,TK Kotian,Tanush Kotian,TK Kotian,Kotian,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378132.1.png",16-10-1998,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/tanush-kotian-1125960
50309,KA Maharaj,Keshav Maharaj,KA Maharaj,Maharaj,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322072.png",07-02-1990,rhb,right-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/keshav-maharaj-267724
96392,R Parag,Riyan Parag,R Parag,Parag,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/370900/370935.png",10-11-2001,rhb,right-hand bat,lb,legbreak,,All-rounder,https://www.espncricinfo.com/cricketers/riyan-parag-1079434
80425,R Powell,Rovman Powell,R Powell,Powell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322172.png",23-07-1993,rhb,right-hand bat,rmf,right-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/rovman-powell-820351
113566,KS Rathore,Kunal Singh Rathore,KS Rathore,Rathore,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",09-10-2002,lhb,left-hand bat,Na,Na,,All-rounder,https://www.espncricinfo.com/cricketers/kunal-singh-rathore-1339031
74633,NA Saini,Navdeep Saini,NA Saini,Saini,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322700/322702.png",23-11-1992,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/navdeep-saini-700167
61797,Sandeep Sharma,Sandeep Sharma,Sandeep Sharma,Sandeep Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323055.png",18-05-1993,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/sandeep-sharma-438362
104045,KR Sen,Kuldeep Sen,KR Sen,Sen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378133.1.png",22-10-1996,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/kuldeep-sen-1163695
84635,M Prasidh Krishna,Prasidh Krishna,M Prasidh Krishna,Prasidh Krishna,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322617.png",19-02-1996,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/prasidh-krishna-917159
58435,A Zampa,Adam Zampa,A Zampa,Zampa,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321549.png",31-03-1992,rhb,right-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/adam-zampa-379504
46933,F du Plessis,Faf du Plessis,F du Plessis,du Plessis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316559.png",13-07-1984,rhb,right-hand bat,lb,legbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/faf-du-plessis-44828
104922,Akash Deep,Akash Deep,Akash Deep,Akash Deep,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340311.png",15-12-1996,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/akash-deep-1176959
101312,Anuj Rawat,Anuj Rawat,Anuj Rawat,Anuj Rawat,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359757.png",17-10-1999,lhb,left-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/anuj-rawat-1123073
94720,MS Bhandage,Manoj Bhandage,MS Bhandage,Bhandage,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359766.png",05-10-1998,lhb,left-hand bat,rmf,right-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/manoj-bhandage-1057399
110679,SD Chauhan,Saurav Chauhan,SD Chauhan,Chauhan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",27-05-2000,lhb,left-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/saurav-chauhan-1287369
67312,TK Curran,Tom Curran,TK Curran,Curran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323112.png",12-03-1995,rhb,right-hand bat,rfm,right-arm fast-medium,,All-rounder,https://www.espncricinfo.com/cricketers/tom-curran-550235
87569,MJ Dagar,Mayank Dagar,MJ Dagar,Dagar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/356800/356822.1.png",11-11-1996,rhb,right-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/mayank-dagar-942367
64402,LH Ferguson,Lockie Ferguson,LH Ferguson,Ferguson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321239.png",13-06-1991,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773
96335,C Green,Cameron Green,C Green,Green,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321569.png",03-06-1999,rhb,right-hand bat,rfm,right-arm fast-medium,,All-rounder,https://www.espncricinfo.com/cricketers/cameron-green-1076713
83741,WG Jacks,Will Jacks,WG Jacks,Jacks,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324300/324373.png",21-11-1998,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/will-jacks-897549
72397,AS Joseph,Alzarri Joseph,AS Joseph,Joseph,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321943.png",20-11-1996,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031
8813,KD Karthik,Dinesh Karthik,KD Karthik,Karthik,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319934.png",01-06-1985,rhb,right-hand bat,ob,right-arm offbreak,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045
49752,V Kohli,Virat Kohli,V Kohli,Kohli,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316605.png",05-11-1988,rhb,right-hand bat,rm,right-arm medium,,Top-order Batsman,https://www.espncricinfo.com/cricketers/virat-kohli-253802
81197,MK Lomror,Mahipal Lomror,MK Lomror,Lomror,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/315000/315015.jpg",16-11-1999,lhb,left-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/mahipal-lomror-853265
54222,GJ Maxwell,Glenn Maxwell,GJ Maxwell,Maxwell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316657.png",14-10-1988,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026
87477,Mohammed Siraj,Mohammed Siraj,Mohammed Siraj,Mohammed Siraj,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322611.png",13-03-1994,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/mohammed-siraj-940973
80645,RM Patidar,Rajat Patidar,RM Patidar,Patidar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378000/378081.1.png",01-06-1993,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/rajat-patidar-823703
96803,SS Prabhudessai,Suyash Prabhudessai,SS Prabhudessai,Prabhudessai,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359758.png",06-12-1997,rhb,right-hand bat,rm,right-arm medium,,Top-order Batsman,https://www.espncricinfo.com/cricketers/suyash-prabhudessai-1083851
113562,Rajan Kumar,Rajan Kumar,Rajan Kumar,Rajan Kumar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359762.png",08-07-1996,lhb,left-hand bat,lmf,left-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/rajan-kumar-1339027
114290,H Sharma,Himanshu Sharma,H Sharma,Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/357600/357624.4.jpg",06-06-1998,rhb,right-hand bat,lb,legbreak,,All-rounder,https://www.espncricinfo.com/cricketers/himanshu-sharma-1350761
15731,KV Sharma,Karn Sharma,KV Sharma,Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324200/324221.png",23-10-1987,lhb,left-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/karn-sharma-30288
49096,Swapnil Singh,Swapnil Singh,Swapnil Singh,Swapnil Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358047.png",22-01-1991,rhb,right-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/swapnil-singh-232292
62587,RJW Topley,Reece Topley,RJW Topley,Topley,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322910.png",21-02-1994,rhb,right-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/reece-topley-461632
77873,V Vyshak,Vijaykumar Vyshak,V Vyshak,Vyshak,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378000/378096.1.png",31-01-1997,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/vijaykumar-vyshak-777815
103597,Yash Dayal,Yash Dayal,Yash Dayal,Yash Dayal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/357400/357416.2.jpg",13-12-1997,rhb,right-hand bat,lmf,left-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/yash-dayal-1159720
64244,PJ Cummins,Pat Cummins,PJ Cummins,Cummins,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316692.png",08-05-1993,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/pat-cummins-489889
104814,Abdul Samad,Abdul Samad,Abdul Samad,Abdul Samad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339145.png",28-10-2001,rhb,right-hand bat,lb,legbreak,,All-rounder,https://www.espncricinfo.com/cricketers/abdul-samad-1175485
95320,Abhishek Sharma,Abhishek Sharma,Abhishek Sharma,Abhishek Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358037.png",04-09-2000,lhb,left-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/abhishek-sharma-1070183
59599,MA Agarwal,Mayank Agarwal,MA Agarwal,Agarwal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322626.png",16-02-1991,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/mayank-agarwal-398438
104787,Akash Singh,Akash Singh,Akash Singh,Akash Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/315000/315007.jpg",26-04-2002,rhb,right-hand bat,lmf,left-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/akash-singh-1175458
81141,Anmolpreet Singh,Anmolpreet Singh,Anmolpreet Singh,Anmolpreet Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358038.png",28-03-1998,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/anmolpreet-singh-851261
90231,Fazalhaq Farooqi,Fazalhaq Farooqi,Fazalhaq Farooqi,Fazalhaq Farooqi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/345000/345077.png",22-09-2000,rhb,right-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175
66190,TM Head,Travis Head,TM Head,Head,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321584.png",29-12-1993,lhb,left-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/travis-head-530011
73871,M Jansen,Marco Jansen,M Jansen,Jansen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/337100/337189.png",01-05-2000,rhb,right-hand bat,lmf,left-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/marco-jansen-696401
61634,H Klaasen,Heinrich Klaasen,H Klaasen,Klaasen,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322073.png",30-07-1991,rhb,right-hand bat,ob,right-arm offbreak,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/heinrich-klaasen-436757
54282,B Kumar,Bhuvneshwar Kumar,B Kumar,Kumar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316658.png",05-02-1990,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/bhuvneshwar-kumar-326016
96617,M Markande,Mayank Markande,M Markande,Markande,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/355400/355403.png",11-11-1997,rhb,right-hand bat,lb,legbreak,,Bowler,https://www.espncricinfo.com/cricketers/mayank-markande-1081442
70277,AK Markram,Aiden Markram,AK Markram,Markram,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322067.png",04-10-1994,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/aiden-markram-600498
79597,T Natarajan,T Natarajan,T Natarajan,Natarajan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322699.png",04-04-1991,lhb,left-hand bat,lm,left-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/t-natarajan-802575
104825,K Nitish Kumar Reddy,Nitish Kumar Reddy,K Nitish Kumar Reddy,Nitish Kumar Reddy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314800/314899.png",26-05-2003,rhb,right-hand bat,rmf,right-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/nitish-kumar-reddy-1175496
80639,GD Phillips,Glenn Phillips,GD Phillips,Phillips,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321223.png",06-12-1996,rhb,right-hand bat,ob,right-arm offbreak,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/glenn-phillips-823509
101804,Sanvir Singh,Sanvir Singh,Sanvir Singh,Sanvir Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359765.png",12-10-1996,rhb,right-hand bat,rm,right-arm medium,,All-rounder,https://www.espncricinfo.com/cricketers/sanvir-singh-1132219
103588,Shahbaz Ahmed,Shahbaz Ahmed,Shahbaz Ahmed,Shahbaz Ahmed,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340313.png",11-12-1994,lhb,left-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/shahbaz-ahmed-1159711
84797,J Subramanyan,Jhathavedh Subramanyan,J Subramanyan,Subramanyan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/361800/361882.4.jpg",16-09-1999,rhb,right-hand bat,lb,legbreak,,All-rounder,https://www.espncricinfo.com/cricketers/jhathavedh-subramanyan-919531
61999,RA Tripathi,Rahul Tripathi,RA Tripathi,Tripathi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/356800/356821.1.png",02-03-1991,rhb,right-hand bat,rm,right-arm medium,,Top-order Batsman,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763
